id,list_of_equipment_id,equipment_value,created_at,updated_at
855,2,0.75,2021-07-16 04:21:21,2021-07-16 04:21:21
856,3,1,2021-07-16 04:21:29,2021-07-16 04:21:29
857,6,0,2021-07-16 04:21:54,2021-07-16 04:21:54
858,6,0,2021-07-16 04:29:59,2021-07-16 04:29:59
859,3,2,2021-07-16 04:34:53,2021-07-16 04:34:53
860,6,1,2021-07-16 04:35:05,2021-07-16 04:35:05
861,2,0.83,2021-07-16 04:35:41,2021-07-16 04:35:41
862,3,1,2021-07-16 04:43:18,2021-07-16 04:43:18
863,6,0,2021-07-16 04:43:29,2021-07-16 04:43:29
864,3,2,2021-07-16 04:43:49,2021-07-16 04:43:49
865,4,0,2021-07-16 04:46:20,2021-07-16 04:46:20
866,6,0,2021-07-16 04:52:21,2021-07-16 04:52:21
867,2,0.87,2021-07-16 04:58:24,2021-07-16 04:58:24
868,1,3.14,2021-07-16 04:59:30,2021-07-16 04:59:30
869,5,0,2021-07-16 05:01:53,2021-07-16 05:01:53
870,3,1,2021-07-16 05:06:05,2021-07-16 05:06:05
871,5,1,2021-07-16 05:12:48,2021-07-16 05:12:48
872,2,1.02,2021-07-16 05:13:19,2021-07-16 05:13:19
873,1,5.09,2021-07-16 05:15:14,2021-07-16 05:15:14
874,3,2,2021-07-16 05:16:34,2021-07-16 05:16:34
875,6,0,2021-07-16 05:16:39,2021-07-16 05:16:39
876,3,0,2021-07-16 05:16:58,2021-07-16 05:16:58
877,2,1.14,2021-07-16 05:20:38,2021-07-16 05:20:38
878,1,6.32,2021-07-16 05:21:16,2021-07-16 05:21:16
879,1,5.83,2021-07-16 05:22:10,2021-07-16 05:22:10
880,3,1,2021-07-16 05:24:10,2021-07-16 05:24:10
881,5,0,2021-07-16 05:26:08,2021-07-16 05:26:08
882,5,0,2021-07-16 05:26:08,2021-07-16 05:26:08
883,2,1.8,2021-07-16 05:26:18,2021-07-16 05:26:18
884,6,0,2021-07-16 05:28:28,2021-07-16 05:28:28
885,5,0,2021-07-16 05:29:35,2021-07-16 05:29:35
886,5,1,2021-07-16 05:30:46,2021-07-16 05:30:46
887,5,0,2021-07-16 05:32:09,2021-07-16 05:32:09
888,1,4.63,2021-07-16 05:34:21,2021-07-16 05:34:21
889,3,1,2021-07-16 05:37:45,2021-07-16 05:37:45
890,1,6.43,2021-07-16 05:40:29,2021-07-16 05:40:29
891,2,0.86,2021-07-16 05:41:41,2021-07-16 05:41:41
892,6,0,2021-07-16 05:41:42,2021-07-16 05:41:42
893,2,1.02,2021-07-16 05:42:54,2021-07-16 05:42:54
894,1,2.93,2021-07-16 05:43:24,2021-07-16 05:43:24
895,3,1,2021-07-16 05:45:56,2021-07-16 05:45:56
896,2,0.93,2021-07-16 05:47:24,2021-07-16 05:47:24
897,2,0.94,2021-07-16 05:48:07,2021-07-16 05:48:07
898,2,0.83,2021-07-16 05:48:45,2021-07-16 05:48:45
899,3,1,2021-07-16 05:50:31,2021-07-16 05:50:31
900,6,0,2021-07-16 05:51:42,2021-07-16 05:51:42
901,3,2,2021-07-16 05:58:07,2021-07-16 05:58:07
902,4,0,2021-07-16 05:58:10,2021-07-16 05:58:10
903,2,0.98,2021-07-16 05:58:32,2021-07-16 05:58:32
904,3,2,2021-07-16 06:00:53,2021-07-16 06:00:53
905,6,1,2021-07-16 06:03:06,2021-07-16 06:03:06
906,4,1,2021-07-16 06:03:07,2021-07-16 06:03:07
907,3,0,2021-07-16 06:05:01,2021-07-16 06:05:01
908,5,0,2021-07-16 06:05:57,2021-07-16 06:05:57
909,1,3.25,2021-07-16 06:06:47,2021-07-16 06:06:47
910,6,1,2021-07-16 06:13:57,2021-07-16 06:13:57
911,6,1,2021-07-16 06:17:06,2021-07-16 06:17:06
912,1,12.79,2021-07-16 06:17:31,2021-07-16 06:17:31
913,4,0,2021-07-16 06:18:05,2021-07-16 06:18:05
914,5,1,2021-07-16 06:18:06,2021-07-16 06:18:06
915,4,0,2021-07-16 06:18:43,2021-07-16 06:18:43
916,6,0,2021-07-16 06:19:16,2021-07-16 06:19:16
917,2,0.65,2021-07-16 06:22:54,2021-07-16 06:22:54
918,6,1,2021-07-16 06:23:30,2021-07-16 06:23:30
919,6,0,2021-07-16 06:25:51,2021-07-16 06:25:51
920,6,1,2021-07-16 06:26:56,2021-07-16 06:26:56
921,2,0.62,2021-07-16 06:26:57,2021-07-16 06:26:57
922,6,1,2021-07-16 06:27:30,2021-07-16 06:27:30
923,5,1,2021-07-16 06:29:33,2021-07-16 06:29:33
924,3,0,2021-07-16 06:31:19,2021-07-16 06:31:19
925,2,0.73,2021-07-16 06:32:12,2021-07-16 06:32:12
926,1,12.33,2021-07-16 06:32:39,2021-07-16 06:32:39
927,5,1,2021-07-16 06:34:45,2021-07-16 06:34:45
928,5,1,2021-07-16 06:35:26,2021-07-16 06:35:26
929,4,0,2021-07-16 06:35:45,2021-07-16 06:35:45
930,4,0,2021-07-16 06:35:50,2021-07-16 06:35:50
931,4,1,2021-07-16 06:35:52,2021-07-16 06:35:52
932,2,0.95,2021-07-16 06:36:01,2021-07-16 06:36:01
933,1,1.53,2021-07-16 06:36:04,2021-07-16 06:36:04
934,2,0.99,2021-07-16 06:36:47,2021-07-16 06:36:47
935,3,1,2021-07-16 06:40:03,2021-07-16 06:40:03
936,1,13.91,2021-07-16 06:42:03,2021-07-16 06:42:03
937,4,0,2021-07-16 06:45:03,2021-07-16 06:45:03
938,3,0,2021-07-16 06:45:49,2021-07-16 06:45:49
939,2,0.95,2021-07-16 06:47:11,2021-07-16 06:47:11
940,4,1,2021-07-16 06:49:09,2021-07-16 06:49:09
941,5,1,2021-07-16 06:50:24,2021-07-16 06:50:24
942,6,1,2021-07-16 06:51:40,2021-07-16 06:51:40
943,6,1,2021-07-16 06:52:00,2021-07-16 06:52:00
944,3,0,2021-07-16 06:53:14,2021-07-16 06:53:14
945,5,0,2021-07-16 06:59:31,2021-07-16 06:59:31
946,6,0,2021-07-16 06:59:55,2021-07-16 06:59:55
947,3,0,2021-07-16 07:00:19,2021-07-16 07:00:19
948,5,1,2021-07-16 07:01:09,2021-07-16 07:01:09
949,5,0,2021-07-16 07:07:33,2021-07-16 07:07:33
950,3,0,2021-07-16 07:12:51,2021-07-16 07:12:51
951,3,1,2021-07-16 07:13:38,2021-07-16 07:13:38
952,4,0,2021-07-16 07:13:48,2021-07-16 07:13:48
953,5,0,2021-07-16 07:14:42,2021-07-16 07:14:42
954,6,0,2021-07-16 07:17:46,2021-07-16 07:17:46
955,2,0.75,2021-07-16 07:21:49,2021-07-16 07:21:49
956,2,0.09,2021-07-16 07:23:50,2021-07-16 07:23:50
957,4,1,2021-07-16 07:28:39,2021-07-16 07:28:39
958,1,0.02,2021-07-16 07:30:32,2021-07-16 07:30:32
959,6,1,2021-07-16 07:30:56,2021-07-16 07:30:56
960,6,0,2021-07-16 07:32:20,2021-07-16 07:32:20
961,1,4.00,2021-07-16 07:32:57,2021-07-16 07:32:57
962,3,1,2021-07-16 07:38:59,2021-07-16 07:38:59
963,6,1,2021-07-16 07:42:58,2021-07-16 07:42:58
964,1,1.14,2021-07-16 07:43:16,2021-07-16 07:43:16
965,2,1.04,2021-07-16 07:48:17,2021-07-16 07:48:17
966,4,1,2021-07-16 07:50:22,2021-07-16 07:50:22
967,1,6.48,2021-07-16 07:53:49,2021-07-16 07:53:49
968,5,0,2021-07-16 07:55:01,2021-07-16 07:55:01
969,2,0.06,2021-07-16 08:00:45,2021-07-16 08:00:45
970,5,1,2021-07-16 08:05:20,2021-07-16 08:05:20
971,3,2,2021-07-16 08:07:49,2021-07-16 08:07:49
972,6,0,2021-07-16 08:09:17,2021-07-16 08:09:17
973,5,0,2021-07-16 08:10:11,2021-07-16 08:10:11
974,5,1,2021-07-16 08:11:45,2021-07-16 08:11:45
975,4,0,2021-07-16 08:12:30,2021-07-16 08:12:30
976,5,0,2021-07-16 08:14:25,2021-07-16 08:14:25
977,6,1,2021-07-16 08:15:01,2021-07-16 08:15:01
978,1,5.24,2021-07-16 08:15:30,2021-07-16 08:15:30
979,1,6.00,2021-07-16 08:16:00,2021-07-16 08:16:00
980,2,0.77,2021-07-16 08:17:28,2021-07-16 08:17:28
981,5,0,2021-07-16 08:17:52,2021-07-16 08:17:52
982,5,1,2021-07-16 08:19:43,2021-07-16 08:19:43
983,2,0.98,2021-07-16 08:20:11,2021-07-16 08:20:11
984,2,1.76,2021-07-16 08:20:23,2021-07-16 08:20:23
985,3,0,2021-07-16 08:21:43,2021-07-16 08:21:43
986,6,1,2021-07-16 08:23:13,2021-07-16 08:23:13
987,1,5.52,2021-07-16 08:23:19,2021-07-16 08:23:19
988,3,1,2021-07-16 08:23:38,2021-07-16 08:23:38
989,6,0,2021-07-16 08:24:44,2021-07-16 08:24:44
990,4,1,2021-07-16 08:25:21,2021-07-16 08:25:21
991,3,2,2021-07-16 08:25:37,2021-07-16 08:25:37
992,4,1,2021-07-16 08:28:55,2021-07-16 08:28:55
993,5,0,2021-07-16 08:29:14,2021-07-16 08:29:14
994,3,0,2021-07-16 08:32:32,2021-07-16 08:32:32
995,5,1,2021-07-16 08:32:52,2021-07-16 08:32:52
996,6,1,2021-07-16 08:36:50,2021-07-16 08:36:50
997,2,1.02,2021-07-16 08:40:24,2021-07-16 08:40:24
998,2,1.87,2021-07-16 08:43:10,2021-07-16 08:43:10
999,1,5.93,2021-07-16 08:43:24,2021-07-16 08:43:24
1000,4,0,2021-07-16 08:45:25,2021-07-16 08:45:25
1001,3,1,2021-07-16 08:46:06,2021-07-16 08:46:06
1002,4,0,2021-07-16 08:46:19,2021-07-16 08:46:19
1003,6,1,2021-07-16 08:50:54,2021-07-16 08:50:54
1004,1,5.67,2021-07-16 08:52:03,2021-07-16 08:52:03
1005,2,1.17,2021-07-16 08:57:13,2021-07-16 08:57:13
1006,3,0,2021-07-16 08:59:27,2021-07-16 08:59:27
1007,2,0.71,2021-07-16 09:00:04,2021-07-16 09:00:04
1008,2,0.73,2021-07-16 09:01:30,2021-07-16 09:01:30
1009,4,1,2021-07-16 09:03:50,2021-07-16 09:03:50
1010,2,1.02,2021-07-16 09:03:56,2021-07-16 09:03:56
1011,6,1,2021-07-16 09:06:43,2021-07-16 09:06:43
1012,4,0,2021-07-16 09:12:54,2021-07-16 09:12:54
1013,6,1,2021-07-16 09:15:03,2021-07-16 09:15:03
1014,1,12.43,2021-07-16 09:17:50,2021-07-16 09:17:50
1015,3,0,2021-07-16 09:19:54,2021-07-16 09:19:54
1016,1,12.36,2021-07-16 09:20:08,2021-07-16 09:20:08
1017,6,0,2021-07-16 09:26:29,2021-07-16 09:26:29
1018,4,1,2021-07-16 09:28:41,2021-07-16 09:28:41
1019,2,1.27,2021-07-16 09:30:03,2021-07-16 09:30:03
1020,4,0,2021-07-16 09:32:15,2021-07-16 09:32:15
1021,5,1,2021-07-16 09:33:28,2021-07-16 09:33:28
1022,6,0,2021-07-16 09:38:45,2021-07-16 09:38:45
1023,5,1,2021-07-16 09:40:01,2021-07-16 09:40:01
1024,6,1,2021-07-16 09:40:59,2021-07-16 09:40:59
1025,1,0.06,2021-07-16 09:41:29,2021-07-16 09:41:29
1026,5,0,2021-07-16 09:42:15,2021-07-16 09:42:15
1027,6,0,2021-07-16 09:43:44,2021-07-16 09:43:44
1028,1,5.52,2021-07-16 09:44:58,2021-07-16 09:44:58
1029,4,1,2021-07-16 09:45:25,2021-07-16 09:45:25
1030,6,0,2021-07-16 09:48:55,2021-07-16 09:48:55
1031,5,0,2021-07-16 09:50:01,2021-07-16 09:50:01
1032,1,5.41,2021-07-16 09:53:07,2021-07-16 09:53:07
1033,3,1,2021-07-16 09:53:07,2021-07-16 09:53:07
1034,1,3.26,2021-07-16 09:53:10,2021-07-16 09:53:10
1035,5,0,2021-07-16 09:58:22,2021-07-16 09:58:22
1036,6,1,2021-07-16 11:02:15,2021-07-16 11:02:15
1037,6,1,2021-07-16 11:03:22,2021-07-16 11:03:22
1038,4,0,2021-07-16 11:03:41,2021-07-16 11:03:41
1039,2,1,2021-07-16 11:03:47,2021-07-16 11:03:47
1040,4,1,2021-07-16 11:05:23,2021-07-16 11:05:23
1041,2,1.05,2021-07-16 11:06:34,2021-07-16 11:06:34
1042,1,0.38,2021-07-16 11:06:48,2021-07-16 11:06:48
1043,3,1,2021-07-16 11:07:21,2021-07-16 11:07:21
1044,5,0,2021-07-16 11:08:20,2021-07-16 11:08:20
1045,1,5.57,2021-07-16 11:10:52,2021-07-16 11:10:52
1046,5,1,2021-07-16 11:12:29,2021-07-16 11:12:29
1047,3,1,2021-07-16 11:15:56,2021-07-16 11:15:56
1048,2,0.71,2021-07-16 11:32:04,2021-07-16 11:32:04
1049,5,0,2021-07-16 11:33:45,2021-07-16 11:33:45
1050,3,1,2021-07-16 11:36:21,2021-07-16 11:36:21
1051,2,1.03,2021-07-16 11:37:24,2021-07-16 11:37:24
1052,3,2,2021-07-16 11:37:47,2021-07-16 11:37:47
1053,6,1,2021-07-16 11:38:56,2021-07-16 11:38:56
1054,5,0,2021-07-16 11:41:50,2021-07-16 11:41:50
1055,5,1,2021-07-16 11:42:22,2021-07-16 11:42:22
1056,2,0.97,2021-07-16 11:42:56,2021-07-16 11:42:56
1057,3,2,2021-07-16 11:44:11,2021-07-16 11:44:11
1058,1,3.46,2021-07-16 11:45:37,2021-07-16 11:45:37
1059,2,0.73,2021-07-16 11:48:28,2021-07-16 11:48:28
1060,1,5.88,2021-07-16 11:49:33,2021-07-16 11:49:33
1061,2,0.61,2021-07-16 11:50:36,2021-07-16 11:50:36
1062,2,0.96,2021-07-16 11:51:04,2021-07-16 11:51:04
1063,1,5.51,2021-07-16 11:55:36,2021-07-16 11:55:36
1064,4,1,2021-07-16 11:56:42,2021-07-16 11:56:42
1065,4,1,2021-07-16 11:58:09,2021-07-16 11:58:09
1066,6,1,2021-07-16 11:58:21,2021-07-16 11:58:21
1067,2,1.02,2021-07-16 12:00:40,2021-07-16 12:00:40
1068,4,0,2021-07-16 12:01:25,2021-07-16 12:01:25
1069,1,1.19,2021-07-16 12:01:55,2021-07-16 12:01:55
1070,2,0.85,2021-07-16 12:05:54,2021-07-16 12:05:54
1071,6,0,2021-07-16 12:06:21,2021-07-16 12:06:21
1072,2,1.05,2021-07-16 12:07:52,2021-07-16 12:07:52
1073,6,0,2021-07-16 12:10:03,2021-07-16 12:10:03
1074,2,1.13,2021-07-16 12:10:59,2021-07-16 12:10:59
1075,6,0,2021-07-16 12:11:51,2021-07-16 12:11:51
1076,4,1,2021-07-16 12:13:33,2021-07-16 12:13:33
1077,6,0,2021-07-16 12:13:35,2021-07-16 12:13:35
1078,4,1,2021-07-16 12:13:51,2021-07-16 12:13:51
1079,1,1.50,2021-07-16 12:15:20,2021-07-16 12:15:20
1080,5,1,2021-07-16 12:18:14,2021-07-16 12:18:14
1081,6,1,2021-07-16 12:20:50,2021-07-16 12:20:50
1082,2,1.07,2021-07-16 12:21:04,2021-07-16 12:21:04
1083,3,2,2021-07-16 12:25:52,2021-07-16 12:25:52
1084,5,1,2021-07-16 12:28:47,2021-07-16 12:28:47
1085,2,0.75,2021-07-16 12:30:30,2021-07-16 12:30:30
1086,5,0,2021-07-16 12:31:44,2021-07-16 12:31:44
1087,4,1,2021-07-16 12:37:23,2021-07-16 12:37:23
1088,2,1.11,2021-07-16 12:38:42,2021-07-16 12:38:42
1089,3,2,2021-07-16 12:44:26,2021-07-16 12:44:26
1090,3,2,2021-07-16 12:45:16,2021-07-16 12:45:16
1091,4,1,2021-07-16 12:45:40,2021-07-16 12:45:40
1092,4,1,2021-07-16 12:46:00,2021-07-16 12:46:00
1093,5,1,2021-07-16 12:47:12,2021-07-16 12:47:12
1094,1,9.11,2021-07-16 12:48:22,2021-07-16 12:48:22
1095,3,1,2021-07-16 12:49:41,2021-07-16 12:49:41
1096,5,0,2021-07-16 12:51:01,2021-07-16 12:51:01
1097,2,0.94,2021-07-16 12:53:41,2021-07-16 12:53:41
1098,1,5.79,2021-07-16 12:57:41,2021-07-16 12:57:41
1099,1,13.33,2021-07-16 13:04:45,2021-07-16 13:04:45
1100,5,1,2021-07-16 13:06:01,2021-07-16 13:06:01
1101,6,1,2021-07-16 13:07:29,2021-07-16 13:07:29
1102,2,1.64,2021-07-16 13:10:35,2021-07-16 13:10:35
1103,1,0.37,2021-07-16 13:13:48,2021-07-16 13:13:48
1104,4,1,2021-07-16 13:14:10,2021-07-16 13:14:10
1105,2,0.84,2021-07-16 13:17:34,2021-07-16 13:17:34
1106,1,6.31,2021-07-16 13:18:39,2021-07-16 13:18:39
1107,4,1,2021-07-16 13:19:19,2021-07-16 13:19:19
1108,2,0.75,2021-07-16 13:19:23,2021-07-16 13:19:23
1109,4,1,2021-07-16 13:19:56,2021-07-16 13:19:56
1110,4,1,2021-07-16 13:22:57,2021-07-16 13:22:57
1111,4,1,2021-07-16 13:24:35,2021-07-16 13:24:35
1112,5,0,2021-07-16 13:28:46,2021-07-16 13:28:46
1113,5,1,2021-07-16 13:30:03,2021-07-16 13:30:03
1114,6,1,2021-07-16 13:31:34,2021-07-16 13:31:34
1115,3,1,2021-07-16 13:32:45,2021-07-16 13:32:45
1116,5,1,2021-07-16 13:33:47,2021-07-16 13:33:47
1117,2,0.95,2021-07-16 13:38:11,2021-07-16 13:38:11
1118,6,0,2021-07-16 13:39:43,2021-07-16 13:39:43
1119,4,1,2021-07-16 13:40:13,2021-07-16 13:40:13
1120,6,1,2021-07-16 13:44:00,2021-07-16 13:44:00
1121,6,0,2021-07-16 13:44:03,2021-07-16 13:44:03
1122,3,2,2021-07-16 13:46:27,2021-07-16 13:46:27
1123,1,6.85,2021-07-16 13:47:56,2021-07-16 13:47:56
1124,5,0,2021-07-16 13:49:39,2021-07-16 13:49:39
1125,1,3.83,2021-07-16 13:50:56,2021-07-16 13:50:56
1126,1,5.86,2021-07-16 13:52:10,2021-07-16 13:52:10
1127,1,6.15,2021-07-16 13:57:18,2021-07-16 13:57:18
1128,1,10.11,2021-07-16 13:59:08,2021-07-16 13:59:08
1129,4,0,2021-07-16 14:00:35,2021-07-16 14:00:35
1130,6,0,2021-07-16 14:01:48,2021-07-16 14:01:48
1131,3,0,2021-07-16 14:03:01,2021-07-16 14:03:01
1132,3,2,2021-07-16 14:04:28,2021-07-16 14:04:28
1133,3,2,2021-07-16 14:09:16,2021-07-16 14:09:16
1134,5,1,2021-07-16 14:14:57,2021-07-16 14:14:57
1135,4,1,2021-07-16 14:15:14,2021-07-16 14:15:14
1136,3,2,2021-07-16 14:17:16,2021-07-16 14:17:16
1137,2,0.07,2021-07-16 14:20:27,2021-07-16 14:20:27
1138,2,0.95,2021-07-16 14:21:15,2021-07-16 14:21:15
1139,4,0,2021-07-16 14:22:02,2021-07-16 14:22:02
1140,6,1,2021-07-16 14:22:18,2021-07-16 14:22:18
1141,1,3.40,2021-07-16 14:23:41,2021-07-16 14:23:41
1142,1,5.91,2021-07-16 14:24:50,2021-07-16 14:24:50
1143,4,0,2021-07-16 14:26:07,2021-07-16 14:26:07
1144,3,2,2021-07-16 14:27:02,2021-07-16 14:27:02
1145,6,1,2021-07-16 14:28:46,2021-07-16 14:28:46
1146,1,5.45,2021-07-16 14:29:41,2021-07-16 14:29:41
1147,5,1,2021-07-16 14:29:44,2021-07-16 14:29:44
1148,6,0,2021-07-16 14:34:31,2021-07-16 14:34:31
1149,6,1,2021-07-16 14:35:53,2021-07-16 14:35:53
1150,5,1,2021-07-16 14:38:09,2021-07-16 14:38:09
1151,5,0,2021-07-16 14:38:36,2021-07-16 14:38:36
1152,3,2,2021-07-16 14:42:11,2021-07-16 14:42:11
1153,6,1,2021-07-16 14:42:23,2021-07-16 14:42:23
1154,3,0,2021-07-16 14:43:44,2021-07-16 14:43:44
1155,2,1.66,2021-07-16 14:46:11,2021-07-16 14:46:11
1156,3,2,2021-07-16 14:53:14,2021-07-16 14:53:14
1157,1,8.79,2021-07-16 14:53:24,2021-07-16 14:53:24
1158,3,2,2021-07-16 14:55:17,2021-07-16 14:55:17
1159,3,2,2021-07-16 14:58:33,2021-07-16 14:58:33
1160,5,0,2021-07-16 15:00:54,2021-07-16 15:00:54
1161,5,1,2021-07-16 15:06:38,2021-07-16 15:06:38
1162,1,5.87,2021-07-16 15:06:41,2021-07-16 15:06:41
1163,6,0,2021-07-16 15:07:03,2021-07-16 15:07:03
1164,3,0,2021-07-16 15:07:14,2021-07-16 15:07:14
1165,3,1,2021-07-16 15:11:44,2021-07-16 15:11:44
1166,5,0,2021-07-16 15:13:51,2021-07-16 15:13:51
1167,5,1,2021-07-16 15:13:54,2021-07-16 15:13:54
1168,6,0,2021-07-16 15:17:15,2021-07-16 15:17:15
1169,4,0,2021-07-16 15:20:26,2021-07-16 15:20:26
1170,5,1,2021-07-16 15:20:26,2021-07-16 15:20:26
1171,2,1.09,2021-07-16 15:23:12,2021-07-16 15:23:12
1172,4,1,2021-07-16 15:25:06,2021-07-16 15:25:06
1173,2,1,2021-07-16 15:25:38,2021-07-16 15:25:38
1174,3,2,2021-07-16 15:27:13,2021-07-16 15:27:13
1175,2,1.15,2021-07-16 15:27:15,2021-07-16 15:27:15
1176,3,2,2021-07-16 15:27:49,2021-07-16 15:27:49
1177,5,0,2021-07-16 15:29:17,2021-07-16 15:29:17
1178,1,1.10,2021-07-16 15:30:24,2021-07-16 15:30:24
1179,4,1,2021-07-16 15:31:17,2021-07-16 15:31:17
1180,1,0.58,2021-07-16 15:32:20,2021-07-16 15:32:20
1181,1,5.68,2021-07-16 15:35:27,2021-07-16 15:35:27
1182,5,0,2021-07-16 15:35:36,2021-07-16 15:35:36
1183,6,1,2021-07-16 15:37:30,2021-07-16 15:37:30
1184,3,1,2021-07-16 15:37:43,2021-07-16 15:37:43
1185,4,0,2021-07-16 15:40:20,2021-07-16 15:40:20
1186,1,0.55,2021-07-16 15:42:35,2021-07-16 15:42:35
1187,4,0,2021-07-16 15:44:29,2021-07-16 15:44:29
1188,3,0,2021-07-16 15:46:08,2021-07-16 15:46:08
1189,4,1,2021-07-16 15:48:42,2021-07-16 15:48:42
1190,1,12.67,2021-07-16 15:51:40,2021-07-16 15:51:40
1191,4,0,2021-07-16 15:54:30,2021-07-16 15:54:30
1192,6,1,2021-07-16 15:54:31,2021-07-16 15:54:31
1193,1,13.49,2021-07-16 15:54:45,2021-07-16 15:54:45
1194,3,2,2021-07-16 15:58:19,2021-07-16 15:58:19
1195,4,1,2021-07-16 15:58:34,2021-07-16 15:58:34
1196,6,1,2021-07-16 16:01:58,2021-07-16 16:01:58
1197,6,1,2021-07-16 16:03:42,2021-07-16 16:03:42
1198,5,1,2021-07-16 16:05:00,2021-07-16 16:05:00
1199,6,0,2021-07-16 16:05:41,2021-07-16 16:05:41
1200,6,0,2021-07-16 16:06:22,2021-07-16 16:06:22
1201,4,0,2021-07-16 16:09:19,2021-07-16 16:09:19
1202,3,2,2021-07-16 16:10:06,2021-07-16 16:10:06
1203,6,0,2021-07-16 16:13:04,2021-07-16 16:13:04
1204,1,6.32,2021-07-16 16:13:20,2021-07-16 16:13:20
1205,5,0,2021-07-16 16:14:26,2021-07-16 16:14:26
1206,2,0.94,2021-07-16 16:14:33,2021-07-16 16:14:33
1207,5,0,2021-07-16 16:15:31,2021-07-16 16:15:31
1208,3,2,2021-07-16 16:21:12,2021-07-16 16:21:12
1209,6,1,2021-07-16 16:23:43,2021-07-16 16:23:43
1210,1,5.38,2021-07-16 16:24:49,2021-07-16 16:24:49
1211,4,0,2021-07-16 16:27:12,2021-07-16 16:27:12
1212,4,1,2021-07-16 16:29:00,2021-07-16 16:29:00
1213,1,6.47,2021-07-16 16:31:31,2021-07-16 16:31:31
1214,5,1,2021-07-16 16:32:42,2021-07-16 16:32:42
1215,5,1,2021-07-16 16:32:52,2021-07-16 16:32:52
1216,4,0,2021-07-16 16:33:59,2021-07-16 16:33:59
1217,6,0,2021-07-16 16:34:05,2021-07-16 16:34:05
1218,1,7.08,2021-07-16 16:34:52,2021-07-16 16:34:52
1219,3,2,2021-07-16 16:35:30,2021-07-16 16:35:30
1220,1,3.98,2021-07-16 16:37:11,2021-07-16 16:37:11
1221,4,1,2021-07-16 16:37:45,2021-07-16 16:37:45
1222,5,1,2021-07-16 16:41:03,2021-07-16 16:41:03
1223,3,2,2021-07-16 16:42:52,2021-07-16 16:42:52
1224,6,1,2021-07-16 16:44:04,2021-07-16 16:44:04
1225,5,1,2021-07-16 16:44:21,2021-07-16 16:44:21
1226,1,2.50,2021-07-16 16:47:39,2021-07-16 16:47:39
1227,5,0,2021-07-16 16:48:38,2021-07-16 16:48:38
1228,5,1,2021-07-16 16:48:43,2021-07-16 16:48:43
1229,3,2,2021-07-16 16:48:55,2021-07-16 16:48:55
1230,5,0,2021-07-16 16:49:47,2021-07-16 16:49:47
1231,2,1.76,2021-07-16 16:53:01,2021-07-16 16:53:01
1232,3,1,2021-07-16 16:55:10,2021-07-16 16:55:10
1233,5,1,2021-07-16 16:55:19,2021-07-16 16:55:19
1234,1,5.44,2021-07-16 16:56:18,2021-07-16 16:56:18
1235,2,0.8,2021-07-16 16:56:25,2021-07-16 16:56:25
1236,6,1,2021-07-16 16:57:53,2021-07-16 16:57:53
1237,4,1,2021-07-16 17:00:01,2021-07-16 17:00:01
1238,5,1,2021-07-16 17:00:06,2021-07-16 17:00:06
1239,2,0.82,2021-07-16 17:00:18,2021-07-16 17:00:18
1240,1,0.42,2021-07-16 17:03:08,2021-07-16 17:03:08
1241,2,1.16,2021-07-16 17:05:37,2021-07-16 17:05:37
1242,2,0.71,2021-07-16 17:05:56,2021-07-16 17:05:56
1243,3,0,2021-07-16 17:07:41,2021-07-16 17:07:41
1244,6,0,2021-07-16 17:11:48,2021-07-16 17:11:48
1245,5,1,2021-07-16 17:11:58,2021-07-16 17:11:58
1246,1,3.94,2021-07-16 17:14:16,2021-07-16 17:14:16
1247,2,1.18,2021-07-16 17:15:19,2021-07-16 17:15:19
1248,5,0,2021-07-16 17:26:32,2021-07-16 17:26:32
1249,2,0.93,2021-07-16 17:28:25,2021-07-16 17:28:25
1250,2,1.15,2021-07-16 17:32:27,2021-07-16 17:32:27
1251,2,1.16,2021-07-16 17:36:56,2021-07-16 17:36:56
1252,4,0,2021-07-16 17:37:05,2021-07-16 17:37:05
1253,6,1,2021-07-16 17:41:46,2021-07-16 17:41:46
1254,1,8.79,2021-07-16 17:43:46,2021-07-16 17:43:46
1255,6,0,2021-07-16 17:43:58,2021-07-16 17:43:58
1256,3,2,2021-07-16 17:44:54,2021-07-16 17:44:54
1257,1,6.34,2021-07-16 17:45:09,2021-07-16 17:45:09
1258,6,1,2021-07-16 17:45:45,2021-07-16 17:45:45
1259,2,1.19,2021-07-16 17:48:11,2021-07-16 17:48:11
1260,3,1,2021-07-16 17:49:53,2021-07-16 17:49:53
1261,3,0,2021-07-16 17:49:59,2021-07-16 17:49:59
1262,1,5.05,2021-07-16 17:50:32,2021-07-16 17:50:32
1263,4,0,2021-07-16 17:50:57,2021-07-16 17:50:57
1264,6,1,2021-07-16 17:52:46,2021-07-16 17:52:46
1265,5,1,2021-07-16 17:56:30,2021-07-16 17:56:30
1266,4,1,2021-07-16 17:57:32,2021-07-16 17:57:32
1267,2,0.79,2021-07-16 17:57:56,2021-07-16 17:57:56
1268,3,2,2021-07-16 17:58:10,2021-07-16 17:58:10
1269,5,1,2021-07-16 18:00:11,2021-07-16 18:00:11
1270,1,5.07,2021-07-16 18:00:36,2021-07-16 18:00:36
1271,3,0,2021-07-16 18:00:53,2021-07-16 18:00:53
1272,6,0,2021-07-16 18:02:13,2021-07-16 18:02:13
1273,6,1,2021-07-16 18:02:56,2021-07-16 18:02:56
